OBJECTID_1,OBJECTID,LOCALID,NAME,GEOTYPE,FULLFIPS,LEGALAREA,EFFECTDATE,ENDDATE,SRCREF,ACRES,SQMILES,OLDNAME,NPU,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,GLOBALID,Shape_Leng,aggregatio,HasData,ORIGINAL_O,sourceCoun,apportionm,population,populati_1,gender_MED,gender_MAL,gender_M_1,gender_M_2,gender_M_3,gender_M_4,gender_M_5,gender_M_6,gender_M_7,gender_M_8,gender_M_9,gender__10,gender__11,gender__12,gender__13,gender__14,gender__15,gender__16,gender__17,gender__18,gender__19,gender__20,gender__21,gender__22,gender__23,gender__24,gender__25,gender__26,gender__27,gender_FEM,gender_F_1,gender_F_2,gender_F_3,gender_F_4,gender_F_5,gender_F_6,gender_F_7,gender_F_8,gender_F_9,gender__28,gender__29,gender__30,gender__31,gender__32,gender__33,gender__34,gender__35,gender__36,gender__37,gender__38,gender__39,gender__40,gender__41,gender__42,gender__43,gender__44,gender__45,householdt,OwnerRente,OwnerRen_1,OwnerRen_2,OwnerRen_3,housinguni,vacant_VAC,vacant_V_1,raceandhis,raceandh_1,raceandh_2,raceandh_3,raceandh_4,raceandh_5,raceandh_6,raceandh_7,raceandh_8,raceandh_9,raceand_10,raceand_11,hispanicor,hispanic_1,educationa,educatio_1,educatio_2,educatio_3,educatio_4,educatio_5,educatio_6,househol_1,households,householdi,homevalue_,F5yearincre,unitsinstr,unitsins_1,unitsins_2,unitsins_3,unitsins_4,unitsins_5,unitsins_6,unitsins_7,unitsins_8,unitsins_9,unitsin_10,unitsin_11,unitsin_12,unitsin_13,unitsin_14,unitsin_15,commute_AC,commute__1,commute__2,commute__3,commute__4,commute__5,commute__6,Shape__Area,Shape__Length
36,, ,Mellwood,Neighborhood, ,0,,, ,23.3,0.04,Melwood,P, ,,GIS,2022/05/24 00:00:00+00,{0ED77AB2-19DB-41EA-A7CD-B5F9033327D5},4080.2077148072,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,23,US,2.576,2.191,238,42.3,103,43.28,6,5.83,9,8.74,5,4.85,3,2.91,5,4.85,9,8.74,12,11.65,5,4.85,8,7.77,4,3.88,6,5.83,4,3.88,9,8.74,135,56.72,7,5.19,4,2.96,6,4.44,3,2.22,8,5.93,13,9.63,12,8.89,6,4.44,5,3.7,4,2.96,6,4.44,7,5.19,11,8.15,94,26,27.66,68,72.34,96,2,2.08,4,1.68,226,94.96,1,0.42,1,0.42,0,0,1,0.42,4,1.68,0.55,12.15,11.05,33.15,13.26,21.55,0,2.53,19.75,46825,228333,42.3,36,41.86,12,13.95,5,5.81,0,0,0,0,12,13.95,1,1.16,20,23.26,0,0,0,0,26.47,57.84,15.69,1015011.19091797,4080.2077148072
37,, ,Tampa Park,Neighborhood, ,0,,, ,17.19,0.03,Tampa Park,P, ,,GIS,2022/05/24 00:00:00+00,{A54BDB59-7D9D-496A-80D1-17723D2F4D08},3601.17232583453,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",0,24,US,2.576,2.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748868.042236328,3601.17232583453
38,, ,Brentwood,Neighborhood, ,0,,, ,46.45,0.07,Brentwood,P, ,,GIS,2022/05/24 00:00:00+00,{4CC9A239-E950-40E4-905B-46901522AE6D},6741.62413730776,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,25,US,2.576,2.191,194,34.2,93,47.94,6,6.45,6,6.45,6,6.45,8,8.6,8,8.6,8,8.6,11,11.83,8,8.6,6,6.45,5,5.38,5,5.38,5,5.38,4,4.3,101,52.06,6,5.94,6,5.94,5,4.95,6,5.94,7,6.93,8,7.92,10,9.9,8,7.92,7,6.93,6,5.94,7,6.93,5,4.95,5,4.95,78,41,52.56,37,47.44,80,2,2.5,4,2.06,178,91.75,3,1.55,0,0,0,0,2,1.03,8,4.12,12.21,25.19,0,12.98,15.27,18.32,9.92,2.49,18.18,62985,130000,34.2,6,9.38,6,9.38,6,9.38,1,1.56,2,3.12,0,0,3,4.69,40,62.5,14.29,0,0,0,2.38,58.33,4.76,2023496.46826172,6741.62413730776
39,, ,Lake Estates,Neighborhood, ,0,,, ,42.12,0.07,Lake Coral Estates,P, ,,GIS,2022/05/24 00:00:00+00,{881DBCED-ECD4-402C-BA5A-5C70901C4D21},6400.18561622486,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,26,US,2.576,2.191,103,35.9,50,48.54,3,6,3,6,4,8,5,10,5,10,3,6,3,6,4,8,2,4,3,6,3,6,3,6,3,6,53,51.46,3,5.66,3,5.66,3,5.66,5,9.43,3,5.66,3,5.66,3,5.66,4,7.55,3,5.66,4,7.55,2,3.77,3,5.66,2,3.77,48,35,72.92,13,27.08,57,9,15.79,2,1.94,93,90.29,1,0.97,0,0,0,0,1,0.97,5,4.85,0,48.44,0,10.94,35.94,0,4.69,2.15,50,69619,286667,35.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,100,0,0,18.18,0,0,81.82,0,1834676.91699219,6400.18561622486
40,, ,Butner/Tell,Neighborhood, ,0,,, ,143.88,0.22,Butner Tell,P, ,,GIS,2022/05/24 00:00:00+00,{0677781B-FA47-43A3-86FC-5401A586981A},13307.7254341292,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,27,US,2.576,2.191,295,34.9,137,46.44,9,6.57,10,7.3,12,8.76,13,9.49,10,7.3,9,6.57,11,8.03,10,7.3,5,3.65,6,4.38,4,2.92,8,5.84,7,5.11,158,53.56,11,6.96,11,6.96,11,6.96,14,8.86,10,6.33,8,5.06,10,6.33,10,6.33,11,6.96,9,5.7,6,3.8,7,4.43,8,5.06,118,78,66.1,40,33.9,146,28,19.18,4,1.36,280,94.92,0,0,0,0,0,0,2,0.68,6,2.03,15.76,47.28,13.04,11.41,6.52,0,5.98,2.5,5.43,54181,213889,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,73.08,25.83,0,0.83,0,7.5,65.83,0,6267545.02050781,13307.7254341292
41,, ,Elmco Estates,Neighborhood, ,0,,, ,132.58,0.21,Elmco Estates,P, ,,GIS,2022/05/24 00:00:00+00,{127606D4-690C-4B53-A273-E1A1702BC5BD},11367.7815762878,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,28,US,2.576,2.191,217,34.1,100,46.08,7,7,7,7,9,9,9,9,7,7,7,7,8,8,7,7,4,4,4,4,3,3,6,6,5,5,117,53.92,8,6.84,8,6.84,8,6.84,11,9.4,8,6.84,6,5.13,7,5.98,8,6.84,8,6.84,7,5.98,5,4.27,5,4.27,6,5.13,86,55,63.95,31,36.05,96,10,10.42,3,1.38,209,96.31,0,0,0,0,0,0,2,0.92,3,1.38,19.12,47.06,16.18,11.03,0,0,6.62,2.52,0,53289,191250,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68.75,27.18,0,0,0,7.77,65.05,0,5775345.09716797,11367.7815762878
42,, ,Sandlewood Estates,Neighborhood, ,0,,, ,56.51,0.09,Sandlewood Estates,P, ,,GIS,2022/05/24 00:00:00+00,{3A807E2E-AF9B-4D22-93F9-85AACAA9C981},9747.53675067453,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,29,US,2.576,2.191,349,45,164,46.99,11,6.71,13,7.93,10,6.1,10,6.1,9,5.49,10,6.1,9,5.49,9,5.49,10,6.1,8,4.88,11,6.71,9,5.49,11,6.71,185,53.01,9,4.86,10,5.41,8,4.32,8,4.32,8,4.32,9,4.86,9,4.86,9,4.86,12,6.49,11,5.95,12,6.49,12,6.49,16,8.65,134,114,85.07,20,14.93,136,2,1.47,3,0.86,335,95.99,1,0.29,0,0,0,0,3,0.86,6,1.72,7.54,19.05,0,11.9,4.37,26.19,30.56,2.6,25.45,73881,263816,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,94.64,3.01,0,0,0,3.76,85.71,6.77,2461632.39697266,9747.53675067453
43,, ,Ashley Courts,Neighborhood, ,0,,, ,35.91,0.06,Kimberley Courts,P, ,,GIS,2022/05/24 00:00:00+00,{7368E720-1C5C-42FD-B2FF-3E416890B37C},5416.46346426555,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",0,30,US,2.576,2.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564308.07421875,5416.46346426555
44,, ,Ben Hill,Neighborhood, ,0,,, ,685.22,1.07,Ben Hill,P, ,,GIS,2022/05/24 00:00:00+00,{BE4276A0-2F34-4E15-8DDA-F8059ACC9E22},38492.439684747,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,31,US,2.576,2.191,2135,35.2,945,44.26,71,7.51,77,8.15,77,8.15,76,8.04,75,7.94,74,7.83,65,6.88,80,8.47,75,7.94,62,6.56,63,6.67,53,5.61,33,3.49,1190,55.74,57,4.79,66,5.55,79,6.64,80,6.72,73,6.13,88,7.39,106,8.91,102,8.57,101,8.49,106,8.91,82,6.89,76,6.39,64,5.38,882,465,52.72,417,47.28,927,45,4.85,26,1.22,1998,93.58,10,0.47,2,0.09,0,0,24,1.12,63,2.95,9.81,20.33,0.14,1,9.1,44.07,15.57,2.42,1.43,89868,331507,35.2,19,1.6,1,0.08,138,11.63,276,23.25,0,0,0,0,266,22.41,487,41.03,21.39,0.62,0.07,0,11.48,66.44,0.07,29848191.8200684,38492.439684747
45,, ,Berkeley Park,Neighborhood, ,0,,, ,300.29,0.47,Berkeley Park,D, ,,GIS,2022/05/24 00:00:00+00,{200941BA-621D-4CEB-85E1-DAE3F0C12784},17189.9550703442,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,32,US,2.576,2.191,1746,30.7,907,51.95,24,2.65,14,1.54,12,1.32,12,1.32,66,7.28,275,30.32,223,24.59,96,10.58,58,6.39,36,3.97,31,3.42,26,2.87,17,1.87,839,48.05,25,2.98,13,1.55,11,1.31,20,2.38,96,11.44,244,29.08,205,24.43,77,9.18,52,6.2,25,2.98,25,2.98,16,1.91,14,1.67,1010,116,11.49,894,88.51,1106,96,8.68,804,46.05,563,32.25,150,8.59,10,0.57,0,0,68,3.89,188,10.77,4,10.2,2.55,6.96,3.03,42.04,31.15,1.72,17.28,118121,498077,30.7,889,63.32,42,2.99,31,2.21,38,2.71,57,4.06,23,1.64,54,3.85,271,19.3,16,0,14.14,0,8.18,60.9,0.74,13080788.1166992,17189.9550703442
46,, ,Underwood Hills,Neighborhood, ,0,,, ,718.32,1.12,Underwood Hills,D, ,,GIS,2022/05/24 00:00:00+00,{F6A29233-FF85-4169-91C3-73BFE2023102},33420.159931615,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,33,US,2.576,2.191,3363,32.7,1731,51.47,111,6.41,93,5.37,68,3.93,51,2.95,105,6.07,266,15.37,277,16,208,12.02,168,9.71,104,6.01,82,4.74,70,4.04,49,2.83,1632,48.53,114,6.99,93,5.7,62,3.8,53,3.25,132,8.09,247,15.13,261,15.99,171,10.48,138,8.46,114,6.99,80,4.9,42,2.57,47,2.88,1833,1052,57.39,781,42.61,1896,63,3.32,2193,65.21,552,16.41,191,5.68,14,0.42,1,0.03,124,3.69,310,9.22,0.12,9.39,0.6,8.38,5.64,42.47,31.71,1.83,3.55,132379,432847,32.7,260,12.8,123,6.06,38,1.87,240,11.82,136,6.7,39,1.92,422,20.78,761,37.47,31.44,2.91,0.6,0.36,1.72,57.54,5.47,31289894.0588379,33420.159931615
47,, ,Riverside,Neighborhood, ,0,,, ,500.1,0.78,Riverside,D, ,,GIS,2022/05/24 00:00:00+00,{2EBF0A4D-2806-447E-8D78-1EF68F5CC343},22496.6259448762,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,34,US,2.576,2.191,1370,35.5,687,50.15,53,7.71,56,8.15,41,5.97,38,5.53,26,3.78,34,4.95,81,11.79,97,14.12,79,11.5,58,8.44,53,7.71,26,3.78,17,2.47,683,49.85,53,7.76,56,8.2,39,5.71,34,4.98,30,4.39,36,5.27,92,13.47,93,13.62,76,11.13,57,8.35,40,5.86,22,3.22,20,2.93,626,466,74.44,160,25.56,692,66,9.54,637,46.5,501,36.57,44,3.21,6,0.44,1,0.07,59,4.31,134,9.78,0,14.74,0,2.44,0.21,57.58,24.6,2.18,4.13,158424,490265,35.5,22,4.1,26,4.84,46,8.57,7,1.3,0,0,23,4.28,44,8.19,370,68.9,23.47,2.98,0,0,2.98,68.83,1.58,21784340.2709961,22496.6259448762
48,, ,Bolton,Neighborhood, ,0,,, ,964.68,1.51,Bolton,D, ,,GIS,2022/05/24 00:00:00+00,{68C7BA9F-7608-4A79-B59E-65E2C4C00FE6},36336.3920889462,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,35,US,2.576,2.191,5568,35.1,2740,49.21,199,7.26,207,7.55,169,6.17,146,5.33,143,5.22,160,5.84,340,12.41,363,13.25,303,11.06,224,8.18,188,6.86,109,3.98,69,2.52,2828,50.79,196,6.93,202,7.14,152,5.37,136,4.81,143,5.06,224,7.92,349,12.34,385,13.61,291,10.29,206,7.28,184,6.51,105,3.71,78,2.76,2556,1519,59.43,1037,40.57,2730,174,6.37,2347,42.15,1533,27.53,294,5.28,58,1.04,8,0.14,626,11.24,1204,21.62,2.45,6.53,1.5,13.04,2.97,48.19,23.1,2.18,10.61,145897,439404,35.1,378,20.94,38,2.11,50,2.77,49,2.71,14,0.78,5,0.28,410,22.71,819,45.37,31.54,0.47,0,0,2.41,59.73,5.67,42021277.9750977,36336.3920889461
49,, ,Blandtown,Neighborhood, ,0,,, ,495.03,0.77,Blandtown,D, ,,GIS,2022/05/24 00:00:00+00,{B120B823-DF1C-43A1-8E6B-0CCA0C7A8D72},20216.3544592762,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,36,US,2.576,2.191,2607,31.3,1323,50.75,30,2.27,18,1.36,13,0.98,20,1.51,53,4.01,404,30.54,313,23.66,165,12.47,105,7.94,69,5.22,60,4.54,30,2.27,21,1.59,1284,49.25,34,2.65,20,1.56,12,0.93,18,1.4,117,9.11,417,32.48,269,20.95,142,11.06,86,6.7,70,5.45,40,3.12,20,1.56,16,1.25,1725,523,30.32,1202,69.68,2111,386,18.29,1172,44.96,921,35.33,207,7.94,9,0.35,0,0,71,2.72,239,9.17,4.32,0.26,1.54,12.95,1.32,45.86,33.7,1.51,0.17,121528,472066,31.3,541,42.07,60,4.67,0,0,28,2.18,82,6.38,14,1.09,297,23.09,264,20.53,46.72,4.08,0,0,0,46.19,3.01,21563488.7038574,20216.3544592761
50,, ,Lincoln Homes,Neighborhood, ,0,,, ,166.59,0.26,Lincoln Homes,G, ,,GIS,2022/05/24 00:00:00+00,{760CE299-A137-42FB-9ACA-079739E3B85D},13469.2105062136,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,37,US,2.576,2.191,838,34.3,381,45.47,26,6.82,31,8.14,33,8.66,22,5.77,25,6.56,41,10.76,37,9.71,29,7.61,19,4.99,22,5.77,17,4.46,15,3.94,18,4.72,457,54.53,22,4.81,26,5.69,21,4.6,29,6.35,24,5.25,48,10.5,47,10.28,33,7.22,31,6.78,21,4.6,20,4.38,22,4.81,20,4.38,330,97,29.39,233,70.61,351,21,5.98,54,6.44,686,81.86,2,0.24,4,0.48,3,0.36,56,6.68,81,9.67,7.92,27.54,0.52,23.41,9.98,23.92,4.3,2.54,5.07,38834,186765,34.3,42,18.18,0,0,15,6.49,16,6.93,38,16.45,0,0,45,19.48,71,30.74,5.68,0,0,0,3.03,86.74,4.55,7256688.37133789,13469.2105062136
51,, ,Scotts Crossing,Neighborhood, ,0,,, ,310.83,0.49,Scotts Crossing,G, ,,GIS,2022/05/24 00:00:00+00,{B73ED0A9-5071-411C-B43C-F24966C98182},19981.6030711404,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,38,US,2.576,2.191,1653,33.2,765,46.28,62,8.1,68,8.89,69,9.02,60,7.84,47,6.14,59,7.71,73,9.54,57,7.45,45,5.88,35,4.58,39,5.1,36,4.71,38,4.97,888,53.72,59,6.64,54,6.08,53,5.97,53,5.97,62,6.98,82,9.23,80,9.01,67,7.55,65,7.32,42,4.73,41,4.62,40,4.5,39,4.39,770,276,35.84,494,64.16,806,36,4.47,113,6.84,1364,82.52,15,0.91,10,0.6,5,0.3,68,4.11,116,7.02,9.66,33.86,4.13,25.61,11.35,10.79,3.66,2.15,24.33,40981,174286,33.2,125,16.49,0,0,83,10.95,35,4.62,38,5.01,10,1.32,59,7.78,387,51.06,5.64,0,0,0,17.51,60.24,16.77,13539658.4865723,19981.6030711404
52,, ,West Highlands,Neighborhood, ,0,,, ,507.02,0.79,Perry Homes,G, ,,GIS,2022/05/24 00:00:00+00,{72D80BC0-3021-4444-AD33-48662B2AB619},26643.9976054884,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,39,US,2.576,2.191,2036,34.8,993,48.77,57,5.74,51,5.14,46,4.63,50,5.04,70,7.05,114,11.48,126,12.69,101,10.17,83,8.36,56,5.64,57,5.74,50,5.04,42,4.23,1043,51.23,59,5.66,55,5.27,52,4.99,44,4.22,75,7.19,105,10.07,122,11.7,112,10.74,72,6.9,52,4.99,44,4.22,36,3.45,43,4.12,909,477,52.48,432,47.52,1002,93,9.28,372,18.27,1438,70.63,57,2.8,8,0.39,2,0.1,53,2.6,88,4.32,7.72,19.78,11.79,26.96,4.88,22.29,6.57,2.18,14.75,62321,432463,34.8,248,29.01,46,5.38,50,5.85,0,0,104,12.16,33,3.86,13,1.52,360,42.11,18.34,4.39,1.46,0,2.92,65.24,6.52,22085523.1669922,26643.9976054884
53,, ,Rockdale,Neighborhood, ,0,,, ,358.31,0.56,Rockdale,G, ,,GIS,2022/05/24 00:00:00+00,{78733A65-6404-49A9-B440-7D53607EBB9A},20281.4330503134,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,40,US,2.576,2.191,1035,31.7,472,45.6,36,7.63,33,6.99,32,6.78,30,6.36,23,4.87,54,11.44,75,15.89,57,12.08,42,8.9,24,5.08,20,4.24,14,2.97,14,2.97,563,54.4,43,7.64,39,6.93,31,5.51,28,4.97,37,6.57,79,14.03,85,15.1,62,11.01,45,7.99,28,4.97,22,3.91,14,2.49,18,3.2,457,160,35.01,297,64.99,487,30,6.16,168,16.23,772,74.59,35,3.38,1,0.1,0,0,13,1.26,38,3.67,3.84,26.32,1.99,19.06,8.68,33.71,6.4,2.25,12.47,41325,453488,31.7,106,25.24,28,6.67,106,25.24,0,0,6,1.43,1,0.24,17,4.05,156,37.14,10.02,11.23,4.32,0,0.35,72.88,1.04,15608124.1630859,20281.4330503134
54,, ,Monroe Heights,Neighborhood, ,0,,, ,248.72,0.39,Monroe Heights,G, ,,GIS,2022/05/24 00:00:00+00,{7A806875-E2CE-4088-848A-AA35B3192661},16600.88129438,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,41,US,2.576,2.191,1129,32.3,475,42.07,39,8.21,37,7.79,46,9.68,49,10.32,36,7.58,35,7.37,36,7.58,35,7.37,28,5.89,27,5.68,22,4.63,22,4.63,23,4.84,654,57.93,48,7.34,53,8.1,51,7.8,33,5.05,45,6.88,47,7.19,61,9.33,51,7.8,42,6.42,45,6.88,38,5.81,34,5.2,32,4.89,433,172,39.72,261,60.28,614,181,29.48,45,3.99,957,84.77,15,1.33,7,0.62,3,0.27,49,4.34,67,5.93,6.49,26.55,6.06,17.89,12.41,18.76,8.95,2.61,18.51,45208,366000,32.3,38,8.8,58,13.43,42,9.72,17,3.94,6,1.39,0,0,13,3.01,258,59.72,22.08,0,0,0,10.42,62.03,5.21,10834011.9414062,16600.88129438
55,, ,Brookview Heights,Neighborhood, ,0,,, ,345.17,0.54,Watts Road,G, ,,GIS,2022/05/24 00:00:00+00,{048749C8-B16A-4043-B7A0-75FD92983B8C},21684.0205233614,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,42,US,2.576,2.191,149,32.1,63,42.28,5,7.94,5,7.94,6,9.52,6,9.52,5,7.94,5,7.94,5,7.94,5,7.94,3,4.76,4,6.35,3,4.76,3,4.76,3,4.76,86,57.72,6,6.98,7,8.14,7,8.14,5,5.81,6,6.98,6,6.98,9,10.47,7,8.14,6,6.98,6,6.98,5,5.81,4,4.65,4,4.65,58,23,39.66,35,60.34,83,25,30.12,6,4.03,126,84.56,2,1.34,1,0.67,0,0,6,4.03,8,5.37,6.52,26.09,6.52,17.39,11.96,18.48,9.78,2.57,21.74,47796,375000,32.1,5,9.8,8,15.69,6,11.76,2,3.92,1,1.96,0,0,2,3.92,27,52.94,20.75,0,0,0,11.32,62.26,5.66,15035704.6499023,21684.0205233614
56,, ,Center Hill,Neighborhood, ,0,,, ,703.7,1.1,Center Hill,J, ,,GIS,2022/05/24 00:00:00+00,{819901CA-CAD0-4D35-9F85-CAA55E6A32BA},23967.9131741888,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,43,US,2.576,2.191,2688,39.2,1354,50.37,88,6.5,87,6.43,92,6.79,89,6.57,84,6.2,74,5.47,107,7.9,98,7.24,86,6.35,82,6.06,75,5.54,83,6.13,100,7.39,1334,49.63,65,4.87,66,4.95,84,6.3,96,7.2,80,6,74,5.55,93,6.97,99,7.42,94,7.05,76,5.7,63,4.72,71,5.32,80,6,964,454,47.1,510,52.9,1193,229,19.2,92,3.42,2430,90.4,2,0.07,12,0.45,0,0,62,2.31,96,3.57,16.95,46.12,2.64,17.22,1.78,8.13,4.52,2.74,24.03,37259,157065,39.2,115,9.29,29,2.34,23,1.86,106,8.56,8,0.65,87,7.03,20,1.62,849,68.58,5.66,4.98,0,0,3.73,76.92,8.6,30653084.1501465,23967.9131741887
57,, ,Bankhead Courts,Neighborhood, ,0,,, ,48.95,0.08,Bankhead Courts,H, ,,GIS,2022/05/24 00:00:00+00,{67A0A32E-8339-4F24-82D6-B1912760B751},7356.92280914756,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,44,US,2.576,2.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132162.66821289,7356.92280914757
58,, ,Wisteria Gardens,Neighborhood, ,0,,, ,110.71,0.17,Wisteria Gardens,H, ,,GIS,2022/05/24 00:00:00+00,{FCA8C791-6194-4407-AC4A-3C24C91B68A5},11669.4414220063,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,45,US,2.576,2.191,531,44.7,253,47.65,7,2.77,19,7.51,12,4.74,18,7.11,16,6.32,21,8.3,19,7.51,19,7.51,14,5.53,6,2.37,14,5.53,15,5.93,16,6.32,278,52.35,18,6.47,8,2.88,14,5.04,15,5.4,15,5.4,15,5.4,9,3.24,15,5.4,16,5.76,11,3.96,17,6.12,15,5.4,16,5.76,194,143,73.71,51,26.29,204,10,4.9,4,0.75,464,87.38,0,0,2,0.38,0,0,31,5.84,41,7.72,4.1,21.28,4.1,24.87,1.79,15.13,26.15,2.74,0,84833,185417,44.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,94.42,47.04,0,0,0,0,40.42,12.89,4822528.16992188,11669.4414220063
59,, ,Baker Hills,Neighborhood, ,0,,, ,183.44,0.29,Baker Hills,H, ,,GIS,2022/05/24 00:00:00+00,{79184CD8-CF78-44A7-92BD-24941DF8A997},11842.8152154054,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,46,US,2.576,2.191,637,39.5,297,46.62,15,5.05,16,5.39,23,7.74,26,8.75,23,7.74,23,7.74,21,7.07,19,6.4,15,5.05,17,5.72,21,7.07,13,4.38,18,6.06,340,53.38,13,3.82,15,4.41,26,7.65,21,6.18,20,5.88,21,6.18,21,6.18,21,6.18,24,7.06,18,5.29,19,5.59,19,5.59,20,5.88,205,133,64.88,72,35.12,239,34,14.23,8,1.26,572,89.8,1,0.16,1,0.16,0,0,38,5.97,48,7.54,1.81,34.69,0.45,7.94,22.9,24.72,3.85,3.11,34.93,67970,169672,39.5,14,8.7,6,3.73,0,0,0,0,4,2.48,0,0,0,0,138,85.71,2.21,1.47,0,0,19.12,77.21,0,7990800.85644531,11842.8152154054
60,, ,Wilson Mill Meadows,Neighborhood, ,0,,, ,241.95,0.38,Wilson Mill Meadows,H, ,,GIS,2022/05/24 00:00:00+00,{2B63D8A7-D37E-42E1-B0FC-7108E65264AF},14531.2023353182,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,47,US,2.576,2.191,1082,37.9,510,47.13,25,4.9,28,5.49,39,7.65,46,9.02,42,8.24,42,8.24,37,7.25,34,6.67,26,5.1,30,5.88,37,7.25,20,3.92,30,5.88,572,52.87,22,3.85,26,4.55,49,8.57,36,6.29,38,6.64,34,5.94,35,6.12,40,6.99,40,6.99,30,5.24,32,5.59,33,5.77,31,5.42,366,247,67.49,119,32.51,392,26,6.63,15,1.39,967,89.37,1,0.09,0,0,0,0,68,6.28,83,7.67,0,34.15,0,5.19,26.09,27.73,3.01,2.96,34.01,76638,171721,37.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,100,1.52,0,0,0,19.2,79.28,0,10539188.1269531,14531.2023353182
61,, ,Orchard Knob,Neighborhood, ,0,,, ,293.54,0.46,Orchard Knob,Z, ,,GIS,2022/05/24 00:00:00+00,{5E05DAE9-12DE-4325-BB3A-52ADC8C6F61A},16208.2460017362,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,48,US,2.576,2.191,713,34.5,317,44.46,28,8.83,28,8.83,27,8.52,27,8.52,19,5.99,19,5.99,22,6.94,18,5.68,22,6.94,20,6.31,20,6.31,12,3.79,18,5.68,396,55.54,27,6.82,27,6.82,31,7.83,27,6.82,26,6.57,22,5.56,32,8.08,33,8.33,30,7.58,22,5.56,19,4.8,18,4.55,25,6.31,234,71,30.34,163,69.66,269,35,13.01,9,1.26,666,93.41,1,0.14,2,0.28,0,0,14,1.96,22,3.09,5.38,32.74,0,18.16,17.04,14.57,8.74,3.05,32.42,39172,202500,34.5,11,5.09,0,0,0,0,60,27.78,9,4.17,0,0,0,0,136,62.96,7.29,0,0,0,9.38,53.65,20.31,12786692.7287598,16208.2460017362
